"","kMEllow","kMEown","kMEue","kMErquoise","kMEey"
"CRAMP1",-0.310261771642914,0.820090381124756,0.260689921127712,-0.289853805351692,0.0339483924538192
"P4HB",0.709351761278033,0.140896059301983,0.0949583351575671,-0.11196854236517,0.00178141771439468
"FAM81B",0.0265551423390534,0.31098309410266,-0.50116500354148,-0.410293742037945,0.488701043598124
"S100A4",0.22599671611762,0.943033045982128,0.0478155353279964,-0.202410318050371,0.184931979628134
"S100A6",0.450446995135337,0.757049034947,0.482240466162386,0.0187154016521764,0.119671478900546
"S100A8",-0.101401037659619,-0.137124381570493,-0.168879023691911,0.419771038100418,0.713498837428245
"S100A9",0.00261561876808402,0.248393339030168,-0.350852275550126,-0.239460031385992,0.589166865311302
"SERPINA10",-0.201068524100826,0.128490916908972,0.257477679237532,0.893534588905624,-0.0546317222597636
"PRG4",-0.147449779358801,-0.0590388095841908,-0.0575741961267952,0.915995136126192,0.19593840789582
"F2",0.166664656276059,-0.233863048720503,0.163237010040758,0.950161250732097,-0.0683224786296489
"PKM",0.519536601933936,-0.0354816289499303,0.240842502175776,0.51857954731909,-0.183230602769096
"AKT1",0.337667004443919,0.123833969803499,0.750694084120517,0.137785926590071,-0.364943557216905
"AKT2",0.337667004443919,0.123833969803499,0.750694084120517,0.137785926590071,-0.364943557216905
"AKT3",0.337667004443919,0.123833969803499,0.750694084120517,0.137785926590071,-0.364943557216905
"RBP4",-0.440194165443362,-0.098994633612253,0.115482474091365,0.7633964013163,0.044291832985346
"CD163",-0.483261564303092,0.245430577157457,0.597732443989567,-0.0869220996123454,-0.112823867115982
"SPP2",0.237156311761805,0.0600170190276243,0.343809957496385,0.491493148666776,-0.0683875205457426
"SELENOP",-0.405496421490089,0.306567299659831,0.259334642664254,0.686049154429847,-0.149934468386488
"SEMA6D",0.0292690596441098,-0.228141789183209,0.35042084018083,0.850280664321856,0.0885293524994472
"SRGN",0.547471445105138,0.321326577743574,0.661785298390496,0.118375085551577,-0.134804441680355
"ERN1",0.458227839744096,0.160408235534173,-0.332309320521132,-0.244445188236769,0.633786073407982
"TF",0.00543454235645415,-0.299737677597847,0.68006675396635,0.13615576333144,0.120974498421664
"SAA1",-0.0509351415197128,0.967248410393759,-0.00491095486575427,-0.19731590566569,0.191380288969933
"SAA4",0.0075777936527021,-0.0734916573110016,-0.136238601034646,0.138394512594807,-0.123952281063154
"APCS",-0.0547081871738417,0.385041093259349,-0.62579955607899,-0.20038173824131,0.118300030749536
"PON1",-0.497346951199949,-0.122640976197465,0.181116630376426,0.69923443504528,-0.0693276507676278
"PON3",-0.305352323366965,-0.189150364351171,0.212410100942763,0.225051019462428,0.0616528444098772
"SHBG",0.0142640114091835,0.0800287499568449,0.892059433207927,0.0236030917208993,-0.130352148816212
"SLC24A2",-0.132793769495226,0.474065765691701,0.197646748031034,-0.0641284017415539,-0.134935462398373
"SLC2A2",-0.204390653814254,0.0644535658097734,-0.0642165291325922,0.229196321311382,-0.355092751496534
"SPATS2L",0.367146139605114,-0.192144728726491,0.228961160783921,0.711873125124857,-0.0693164578844667
"SOD1",0.390342077646186,0.639801484979738,0.303593910778877,0.261896400210418,0.109254394759858
"TLN1",0.96085370341334,-0.124738687395996,-0.0725769124899812,0.0350404596731408,-0.0228218081546333
"TNXB",-0.179227710289293,-0.00915550921015986,0.944133218075785,0.202520546578633,-0.0811558936507277
"TEX28",-0.193155494148134,0.864959137625706,0.315842376086599,-0.13872086200538,0.167406885549249
"CLEC3B",-0.394427815332253,-0.160238687277745,0.574986679970818,0.525780885981982,0.0844375587534998
"THBS1",0.201665159880641,-0.330004170585763,0.648142801088399,0.721328997104101,0.0583915530871342
"THRA",-0.298416490655865,0.434012151487525,0.564300814845922,0.0283649314085286,-0.0699380692483846
"SERPINA7",-0.0909913488847638,-0.0255821381710834,0.707841190634678,0.600559112156148,0.0337839719745602
"TGFBI",-0.0935499527043318,-0.119962205166957,0.0458502370233416,0.541317605949353,-0.226909883599514
"TAGLN2",0.9414647293104,-0.0935201587496682,-0.111506565653184,-0.0124222525205559,-0.159623951967353
"TMC8",-0.0972398662623483,0.105516660506367,0.935094849246128,0.047560304022043,-0.0459169632230016
"TMEM198",-0.458620323489639,0.502206188150109,0.172120819033351,-0.544753909696844,-0.181296182475797
"TTR",-0.37689672233096,-0.181715841365692,0.389132004207607,0.428819336244661,0.156502380492824
"GART",-0.247018865965393,-0.0848821725592016,0.778661808089864,-0.138986789859153,0.113573395945472
"TPI1",0.968484064703006,-0.117018981862356,-0.0462167556820174,-0.111346644611296,0.0907673369053206
"TRIM46",-0.0688080441558878,0.0627303260027761,0.464095043328608,-0.0079713435842476,-0.307562536607752
"TPM4",0.925253981788698,0.00893176820757153,0.0132614270329265,0.0944942376934847,0.0631742557853754
"ZSWIM9",0.145677212914281,-0.0494756775603287,0.46647356421628,0.109099374044153,-0.0968976324818273
"VCAM1",-0.599968699066192,0.0582149459433492,0.0238074386559127,-0.131773284941258,-0.0060930903394725
"VASN",0.904349793592768,0.0537563021737856,0.193674462281795,0.180815392453957,0.119387898373588
"VCL",0.930424998793485,-0.125562939741233,0.0943368167129793,-0.0500270018704483,-0.060486445492608
"GC",-0.278615898766316,0.183949806173105,0.351532695136391,0.109696314793863,0.261391317110628
"PROC",0.0333570015667648,-0.199346657635752,0.144568796107915,0.701780516565557,0.211312943833481
"PROS1",0.2545033905238,-0.0648229905748872,0.176390758352463,0.929390320796863,-0.0320108464385836
"PROZ",-0.466091898258711,-0.252835432515158,0.252101865732413,0.424624313934764,0.222013915651834
"VTN",0.0784167187382255,-0.362615458644251,0.0213481464393321,0.759816319100063,0.255456187955964
"PEPD",-0.146924657589492,0.97557698795659,0.257570906847048,-0.129866557173814,0.0939621316916059
"ZMAT4",-0.0728335281665217,-0.110869977846982,0.165103004622946,-0.29108087636516,-0.0848204625259499
"ZMYM6",-0.304276565127303,0.0913580254342494,0.338471716007838,0.153524642520918,0.270764206064415
"AZGP1",-0.030182620376592,0.266287185397619,0.331243299519682,-0.0352418881364553,0.583950614056828
